date,day_of_week,month,season,attendance,meal_type,menu,rain,temperature,holiday,exam,campus_event,previous_consumption,previous_surplus,meals_consumed
2012-06-23,5,6,Monsoon,220,Dinner,Ghuguni,1,23.2,1,1,1,79,168,170
2012-06-23,5,6,Monsoon,220,Dinner,Aloo Chop,1,23.2,1,1,1,170,68,176
2012-06-23,5,6,Monsoon,220,Dinner,Onion,1,23.2,1,1,1,176,62,107
2012-06-23,5,6,Monsoon,220,Dinner,Dahi,1,23.2,1,1,1,107,131,175
2012-06-23,5,6,Monsoon,228,Lunch,Aloo Dum,1,23.2,1,1,1,133,58,194
2012-06-23,5,6,Monsoon,228,Lunch,Dahi,1,23.2,1,1,1,194,53,172
2012-06-23,5,6,Monsoon,228,Lunch,Fried Chilli,1,23.2,1,1,1,172,75,132
2012-06-23,5,6,Monsoon,228,Lunch,Onion,1,23.2,1,1,1,132,115,79
2012-06-24,6,6,Monsoon,296,Breakfast,Poha,1,27.5,0,1,0,175,63,209
2012-06-24,6,6,Monsoon,296,Breakfast,Tea,1,27.5,0,1,0,209,111,241
2012-06-24,6,6,Monsoon,296,Breakfast,Banana,1,27.5,0,1,0,241,79,207
2012-06-24,6,6,Monsoon,378,Dinner,Ghuguni,1,27.5,0,1,0,188,236,303
2012-06-24,6,6,Monsoon,378,Dinner,Aloo Chop,1,27.5,0,1,0,303,106,332
2012-06-24,6,6,Monsoon,378,Dinner,Onion,1,27.5,0,1,0,332,77,172
2012-06-24,6,6,Monsoon,378,Dinner,Dahi,1,27.5,0,1,0,172,237,257
2012-06-24,6,6,Monsoon,392,Lunch,Aloo Chop,1,27.5,0,1,0,207,113,330
2012-06-24,6,6,Monsoon,392,Lunch,Dahi,1,27.5,0,1,0,330,94,334
2012-06-24,6,6,Monsoon,392,Lunch,Onion,1,27.5,0,1,0,334,90,150
2012-06-24,6,6,Monsoon,392,Lunch,Sev,1,27.5,0,1,0,150,274,188
2012-06-25,0,6,Monsoon,318,Breakfast,Bada,1,25.3,0,1,0,257,152,228
2012-06-25,0,6,Monsoon,318,Breakfast,Sambar,1,25.3,0,1,0,228,116,256
2012-06-25,0,6,Monsoon,318,Breakfast,Pudina Chutney,1,25.3,0,1,0,256,88,147
2012-06-25,0,6,Monsoon,391,Dinner,Vada Pav,1,25.3,0,1,0,181,258,344
2012-06-25,0,6,Monsoon,391,Dinner,Pav,1,25.3,0,1,0,344,79,317
2012-06-25,0,6,Monsoon,391,Dinner,Sev,1,25.3,0,1,0,317,106,155
2012-06-25,0,6,Monsoon,391,Dinner,Onion,1,25.3,0,1,0,155,268,149
2012-06-25,0,6,Monsoon,406,Lunch,Chole,1,25.3,0,1,0,147,197,377
2012-06-25,0,6,Monsoon,406,Lunch,Bhature,1,25.3,0,1,0,377,62,389
2012-06-25,0,6,Monsoon,406,Lunch,Onion,1,25.3,0,1,0,389,50,181
2012-06-26,1,6,Monsoon,453,Breakfast,Onion Masala Dosa,1,31.1,0,0,1,149,274,379
2012-06-26,1,6,Monsoon,453,Breakfast,Sambar,1,31.1,0,0,1,379,111,341
2012-06-26,1,6,Monsoon,453,Breakfast,Coconut Chutney,1,31.1,0,0,1,341,149,233
2012-06-26,1,6,Monsoon,513,Dinner,Aloo Chop,1,31.1,0,0,1,209,383,424
2012-06-26,1,6,Monsoon,513,Dinner,Dahi,1,31.1,0,0,1,424,131,405
2012-06-26,1,6,Monsoon,513,Dinner,Onion,1,31.1,0,0,1,405,150,227
2012-06-26,1,6,Monsoon,513,Dinner,Sev,1,31.1,0,0,1,227,328,247
2012-06-26,1,6,Monsoon,548,Lunch,Chole,1,31.1,0,0,1,233,257,538
2012-06-26,1,6,Monsoon,548,Lunch,Bhature,1,31.1,0,0,1,538,54,548
2012-06-26,1,6,Monsoon,548,Lunch,Onion,1,31.1,0,0,1,548,44,209
2012-06-27,2,6,Monsoon,399,Breakfast,Pav,1,26.5,0,1,0,247,308,262
2012-06-27,2,6,Monsoon,399,Breakfast,Boiled Egg,1,26.5,0,1,0,262,169,284
2012-06-27,2,6,Monsoon,399,Breakfast,Tea,1,26.5,0,1,0,284,147,341
2012-06-27,2,6,Monsoon,454,Dinner,Aloo Chop,1,26.5,0,1,0,361,130,361
2012-06-27,2,6,Monsoon,454,Dinner,Dahi,1,26.5,0,1,0,361,130,387
2012-06-27,2,6,Monsoon,454,Dinner,Onion,1,26.5,0,1,0,387,104,168
2012-06-27,2,6,Monsoon,454,Dinner,Sev,1,26.5,0,1,0,168,323,233
2012-06-27,2,6,Monsoon,454,Lunch,Vada Pav,1,26.5,0,1,0,341,90,412
2012-06-27,2,6,Monsoon,454,Lunch,Sev,1,26.5,0,1,0,412,79,242
2012-06-27,2,6,Monsoon,454,Lunch,Onion,1,26.5,0,1,0,242,249,185
2012-06-27,2,6,Monsoon,454,Lunch,Dahi,1,26.5,0,1,0,185,306,361
2012-06-28,3,6,Monsoon,391,Breakfast,Bada,1,30.8,0,0,0,233,258,299
2012-06-28,3,6,Monsoon,391,Breakfast,Sambar,1,30.8,0,0,0,299,124,323
2012-06-28,3,6,Monsoon,391,Breakfast,Pudina Chutney,1,30.8,0,0,0,323,100,197
2012-06-28,3,6,Monsoon,421,Dinner,Vada Pav,1,30.8,0,0,0,278,229,356
2012-06-28,3,6,Monsoon,421,Dinner,Sev,1,30.8,0,0,0,356,99,184
2012-06-28,3,6,Monsoon,421,Dinner,Onion,1,30.8,0,0,0,184,271,152
2012-06-28,3,6,Monsoon,421,Dinner,Dahi,1,30.8,0,0,0,152,303,320
2012-06-28,3,6,Monsoon,469,Lunch,Papdi Chaat,1,30.8,0,0,0,197,226,375
2012-06-28,3,6,Monsoon,469,Lunch,Dahi,1,30.8,0,0,0,375,132,389
2012-06-28,3,6,Monsoon,469,Lunch,Sev,1,30.8,0,0,0,389,118,252
2012-06-28,3,6,Monsoon,469,Lunch,Fried Chilli,1,30.8,0,0,0,252,255,278
2012-06-29,4,6,Monsoon,255,Breakfast,Bada,0,27.0,1,0,0,320,135,200
2012-06-29,4,6,Monsoon,255,Breakfast,Sambar,0,27.0,1,0,0,200,76,203
2012-06-29,4,6,Monsoon,255,Breakfast,Coconut Chutney,0,27.0,1,0,0,203,73,137
2012-06-29,4,6,Monsoon,276,Dinner,Aloo Samosa,0,27.0,1,0,0,217,97,239
2012-06-29,4,6,Monsoon,276,Dinner,Dahi,0,27.0,1,0,0,239,60,214
2012-06-29,4,6,Monsoon,276,Dinner,Pudina Chutney,0,27.0,1,0,0,214,85,135
2012-06-29,4,6,Monsoon,276,Dinner,Fried Chilli,0,27.0,1,0,0,135,164,152
2012-06-29,4,6,Monsoon,290,Lunch,Ghuguni,0,27.0,1,0,0,137,139,226
2012-06-29,4,6,Monsoon,290,Lunch,Aloo Chop,0,27.0,1,0,0,226,88,218
2012-06-29,4,6,Monsoon,290,Lunch,Onion,0,27.0,1,0,0,218,96,121
2012-06-29,4,6,Monsoon,290,Lunch,Dahi,0,27.0,1,0,0,121,193,217
2012-06-30,5,6,Monsoon,333,Breakfast,Idli,1,30.7,0,0,0,152,147,245
2012-06-30,5,6,Monsoon,333,Breakfast,Sambar,1,30.7,0,0,0,245,115,250
2012-06-30,5,6,Monsoon,333,Breakfast,Groundnut Chutney,1,30.7,0,0,0,250,110,185
2012-06-30,5,6,Monsoon,434,Dinner,Dry Ghuguni,1,30.7,0,0,0,367,121,349
2012-06-30,5,6,Monsoon,434,Dinner,Aloo Dum,1,30.7,0,0,0,349,120,381
2012-06-30,5,6,Monsoon,434,Dinner,Onion,1,30.7,0,0,0,381,88,165
2012-06-30,5,6,Monsoon,434,Dinner,Dahi,1,30.7,0,0,0,165,304,325
2012-06-30,5,6,Monsoon,451,Lunch,Vada Pav,1,30.7,0,0,0,185,175,443
2012-06-30,5,6,Monsoon,451,Lunch,Sev,1,30.7,0,0,0,443,45,292
2012-06-30,5,6,Monsoon,451,Lunch,Onion,1,30.7,0,0,0,292,196,203
2012-06-30,5,6,Monsoon,451,Lunch,Dahi,1,30.7,0,0,0,203,285,367
2012-07-01,6,7,Monsoon,341,Breakfast,Cream Bun,1,32.5,0,0,0,325,144,198
2012-07-01,6,7,Monsoon,341,Breakfast,Coffee,1,32.5,0,0,0,198,171,225
2012-07-01,6,7,Monsoon,341,Breakfast,Banana,1,32.5,0,0,0,225,144,235
2012-07-01,6,7,Monsoon,374,Dinner,Ghuguni,1,32.5,0,0,0,230,197,296
2012-07-01,6,7,Monsoon,374,Dinner,Aloo Dum,1,32.5,0,0,0,296,108,301
2012-07-01,6,7,Monsoon,374,Dinner,Onion,1,32.5,0,0,0,301,103,125
2012-07-01,6,7,Monsoon,374,Dinner,Dahi,1,32.5,0,0,0,125,279,304
2012-07-01,6,7,Monsoon,395,Lunch,Aloo Samosa,1,32.5,0,0,0,235,134,333
2012-07-01,6,7,Monsoon,395,Lunch,Dahi,1,32.5,0,0,0,333,94,336
2012-07-01,6,7,Monsoon,395,Lunch,Pudina Chutney,1,32.5,0,0,0,336,91,189
2012-07-01,6,7,Monsoon,395,Lunch,Fried Chilli,1,32.5,0,0,0,189,238,230
2012-07-02,0,7,Monsoon,392,Breakfast,Cream Bun,1,23.4,0,0,0,304,100,273
2012-07-02,0,7,Monsoon,392,Breakfast,Coffee,1,23.4,0,0,0,273,151,257
2012-07-02,0,7,Monsoon,392,Breakfast,Banana,1,23.4,0,0,0,257,167,248
2012-07-02,0,7,Monsoon,411,Dinner,Chole,1,23.4,0,0,0,296,220,342
2012-07-02,0,7,Monsoon,411,Dinner,Bhature,1,23.4,0,0,0,342,102,375
2012-07-02,0,7,Monsoon,411,Dinner,Dahi,1,23.4,0,0,0,375,69,357
2012-07-02,0,7,Monsoon,411,Dinner,Pudina Chutney,1,23.4,0,0,0,357,87,241
2012-07-02,0,7,Monsoon,477,Lunch,Chole,1,23.4,0,0,0,248,176,435
2012-07-02,0,7,Monsoon,477,Lunch,Bhature,1,23.4,0,0,0,435,81,462
2012-07-02,0,7,Monsoon,477,Lunch,Dahi,1,23.4,0,0,0,462,54,435
2012-07-02,0,7,Monsoon,477,Lunch,Pudina Chutney,1,23.4,0,0,0,435,81,296
2012-07-03,1,7,Monsoon,364,Breakfast,Poha,1,25.7,0,0,0,241,203,275
2012-07-03,1,7,Monsoon,364,Breakfast,Tea,1,25.7,0,0,0,275,119,331
2012-07-03,1,7,Monsoon,364,Breakfast,Banana,1,25.7,0,0,0,331,63,259
2012-07-03,1,7,Monsoon,453,Dinner,Aloo Dum,1,25.7,0,0,0,162,301,387
2012-07-03,1,7,Monsoon,453,Dinner,Dahi,1,25.7,0,0,0,387,103,349
2012-07-03,1,7,Monsoon,453,Dinner,Fried Chilli,1,25.7,0,0,0,349,141,299
2012-07-03,1,7,Monsoon,453,Dinner,Onion,1,25.7,0,0,0,299,191,211
2012-07-03,1,7,Monsoon,428,Lunch,Chole,1,25.7,0,0,0,259,135,411
2012-07-03,1,7,Monsoon,428,Lunch,Bhature,1,25.7,0,0,0,411,52,389
2012-07-03,1,7,Monsoon,428,Lunch,Dahi,1,25.7,0,0,0,389,74,364
2012-07-03,1,7,Monsoon,428,Lunch,Onion,1,25.7,0,0,0,364,99,162
2012-07-04,2,7,Monsoon,414,Breakfast,Masala Upma,0,26.5,0,0,0,211,279,335
2012-07-04,2,7,Monsoon,414,Breakfast,Banana,0,26.5,0,0,0,335,113,342
2012-07-04,2,7,Monsoon,414,Breakfast,Tea,0,26.5,0,0,0,342,106,354
2012-07-04,2,7,Monsoon,478,Dinner,Chole,0,26.5,0,0,0,441,96,474
2012-07-04,2,7,Monsoon,478,Dinner,Bhature,0,26.5,0,0,0,474,43,440
2012-07-04,2,7,Monsoon,478,Dinner,Dahi,0,26.5,0,0,0,440,77,368
2012-07-04,2,7,Monsoon,478,Dinner,Fried Chilli,0,26.5,0,0,0,368,149,317
2012-07-04,2,7,Monsoon,478,Dinner,Onion,0,26.5,0,0,0,317,200,159
2012-07-04,2,7,Monsoon,497,Lunch,Ghuguni,0,26.5,0,0,0,354,94,460
2012-07-04,2,7,Monsoon,497,Lunch,Aloo Chop,0,26.5,0,0,0,460,77,445
2012-07-04,2,7,Monsoon,497,Lunch,Onion,0,26.5,0,0,0,445,92,237
2012-07-04,2,7,Monsoon,497,Lunch,Dahi,0,26.5,0,0,0,237,300,441
2012-07-05,3,7,Monsoon,326,Breakfast,Idli,0,28.2,0,1,0,159,358,254
2012-07-05,3,7,Monsoon,326,Breakfast,Sambar,0,28.2,0,1,0,254,99,259
2012-07-05,3,7,Monsoon,326,Breakfast,Groundnut Chutney,0,28.2,0,1,0,259,94,136
2012-07-05,3,7,Monsoon,438,Dinner,Aloo Chop,0,28.2,0,1,0,135,320,348
2012-07-05,3,7,Monsoon,438,Dinner,Dahi,0,28.2,0,1,0,348,126,351
2012-07-05,3,7,Monsoon,438,Dinner,Onion,0,28.2,0,1,0,351,123,163
2012-07-05,3,7,Monsoon,438,Dinner,Sev,0,28.2,0,1,0,163,311,234
2012-07-05,3,7,Monsoon,421,Lunch,Vada Pav,0,28.2,0,1,0,136,217,398
2012-07-05,3,7,Monsoon,421,Lunch,Pav,0,28.2,0,1,0,398,57,367
2012-07-05,3,7,Monsoon,421,Lunch,Sev,0,28.2,0,1,0,367,88,236
2012-07-05,3,7,Monsoon,421,Lunch,Onion,0,28.2,0,1,0,236,219,135
2012-07-06,4,7,Monsoon,358,Breakfast,Cream Bun,1,21.1,0,1,0,234,240,257
2012-07-06,4,7,Monsoon,358,Breakfast,Coffee,1,21.1,0,1,0,257,130,236
2012-07-06,4,7,Monsoon,358,Breakfast,Banana,1,21.1,0,1,0,236,151,267
2012-07-06,4,7,Monsoon,384,Dinner,Chole,1,21.1,0,1,0,263,174,373
2012-07-06,4,7,Monsoon,384,Dinner,Bhature,1,21.1,0,1,0,373,42,369
2012-07-06,4,7,Monsoon,384,Dinner,Dahi,1,21.1,0,1,0,369,46,322
2012-07-06,4,7,Monsoon,384,Dinner,Pudina Chutney,1,21.1,0,1,0,322,93,186
2012-07-06,4,7,Monsoon,404,Lunch,Aloo Samosa,1,21.1,0,1,0,267,120,380
2012-07-06,4,7,Monsoon,404,Lunch,Dahi,1,21.1,0,1,0,380,57,367
2012-07-06,4,7,Monsoon,404,Lunch,Onion,1,21.1,0,1,0,367,70,161
2012-07-06,4,7,Monsoon,404,Lunch,Pudina Chutney,1,21.1,0,1,0,161,276,263
2012-07-07,5,7,Monsoon,372,Breakfast,Masala Upma,1,24.0,0,0,0,186,229,238
2012-07-07,5,7,Monsoon,372,Breakfast,Banana,1,24.0,0,0,0,238,164,256
2012-07-07,5,7,Monsoon,372,Breakfast,Tea,1,24.0,0,0,0,256,146,333
2012-07-07,5,7,Monsoon,523,Dinner,Aloo Chop,1,24.0,0,0,0,319,210,434
2012-07-07,5,7,Monsoon,523,Dinner,Dahi,1,24.0,0,0,0,434,131,403
2012-07-07,5,7,Monsoon,523,Dinner,Onion,1,24.0,0,0,0,403,162,208
2012-07-07,5,7,Monsoon,523,Dinner,Sev,1,24.0,0,0,0,208,357,307
2012-07-07,5,7,Monsoon,489,Lunch,Papdi Chaat,1,24.0,0,0,0,333,69,406
2012-07-07,5,7,Monsoon,489,Lunch,Dahi,1,24.0,0,0,0,406,123,451
2012-07-07,5,7,Monsoon,489,Lunch,Sev,1,24.0,0,0,0,451,78,258
2012-07-07,5,7,Monsoon,489,Lunch,Fried Chilli,1,24.0,0,0,0,258,271,319
2012-07-08,6,7,Monsoon,285,Breakfast,Cream Bun,1,25.3,0,0,0,307,258,188
2012-07-08,6,7,Monsoon,285,Breakfast,Coffee,1,25.3,0,0,0,188,120,211
2012-07-08,6,7,Monsoon,285,Breakfast,Banana,1,25.3,0,0,0,211,97,208
2012-07-08,6,7,Monsoon,355,Dinner,Vada Pav,1,25.3,0,0,0,318,106,303
2012-07-08,6,7,Monsoon,355,Dinner,Sev,1,25.3,0,0,0,303,81,182
2012-07-08,6,7,Monsoon,355,Dinner,Onion,1,25.3,0,0,0,182,202,138
2012-07-08,6,7,Monsoon,355,Dinner,Dahi,1,25.3,0,0,0,138,246,271
2012-07-08,6,7,Monsoon,392,Lunch,Onion Masala Dosa,1,25.3,0,0,0,208,100,344
2012-07-08,6,7,Monsoon,392,Lunch,Sambar,1,25.3,0,0,0,344,80,337
2012-07-08,6,7,Monsoon,392,Lunch,Coconut Chutney,1,25.3,0,0,0,337,87,185
2012-07-08,6,7,Monsoon,392,Lunch,Dahi,1,25.3,0,0,0,185,239,318
2012-07-09,0,7,Monsoon,389,Breakfast,Vada Pav,0,27.7,0,1,0,271,113,330
2012-07-09,0,7,Monsoon,389,Breakfast,Tea,0,27.7,0,1,0,330,91,332
2012-07-09,0,7,Monsoon,389,Breakfast,Banana,0,27.7,0,1,0,332,89,300
2012-07-09,0,7,Monsoon,413,Dinner,Aloo Dum,0,27.7,0,1,0,129,356,327
2012-07-09,0,7,Monsoon,413,Dinner,Dahi,0,27.7,0,1,0,327,120,341
2012-07-09,0,7,Monsoon,413,Dinner,Fried Chilli,0,27.7,0,1,0,341,106,187
2012-07-09,0,7,Monsoon,413,Dinner,Onion,0,27.7,0,1,0,187,260,137
2012-07-09,0,7,Monsoon,449,Lunch,Vada Pav,0,27.7,0,1,0,300,121,407
2012-07-09,0,7,Monsoon,449,Lunch,Pav,0,27.7,0,1,0,407,78,403
2012-07-09,0,7,Monsoon,449,Lunch,Sev,0,27.7,0,1,0,403,82,223
2012-07-09,0,7,Monsoon,449,Lunch,Onion,0,27.7,0,1,0,223,262,129
2012-07-10,1,7,Monsoon,364,Breakfast,Pav,1,34.4,0,0,0,137,310,250
2012-07-10,1,7,Monsoon,364,Breakfast,Boiled Egg,1,34.4,0,0,0,250,144,296
2012-07-10,1,7,Monsoon,364,Breakfast,Tea,1,34.4,0,0,0,296,98,324
2012-07-10,1,7,Monsoon,462,Dinner,Vada Pav,1,34.4,0,0,0,283,249,419
2012-07-10,1,7,Monsoon,462,Dinner,Sev,1,34.4,0,0,0,419,80,218
2012-07-10,1,7,Monsoon,462,Dinner,Onion,1,34.4,0,0,0,218,281,178
2012-07-10,1,7,Monsoon,462,Dinner,Dahi,1,34.4,0,0,0,178,321,341
2012-07-10,1,7,Monsoon,492,Lunch,Aloo Samosa,1,34.4,0,0,0,324,70,436
2012-07-10,1,7,Monsoon,492,Lunch,Dahi,1,34.4,0,0,0,436,96,395
2012-07-10,1,7,Monsoon,492,Lunch,Pudina Chutney,1,34.4,0,0,0,395,137,296
2012-07-10,1,7,Monsoon,492,Lunch,Fried Chilli,1,34.4,0,0,0,296,236,283
2012-07-11,2,7,Monsoon,361,Breakfast,Idli,1,30.2,0,0,0,341,158,278
2012-07-11,2,7,Monsoon,361,Breakfast,Sambar,1,30.2,0,0,0,278,112,281
2012-07-11,2,7,Monsoon,361,Breakfast,Groundnut Chutney,1,30.2,0,0,0,281,109,187
2012-07-11,2,7,Monsoon,446,Dinner,Aloo Chop,1,30.2,0,0,0,246,224,367
2012-07-11,2,7,Monsoon,446,Dinner,Dahi,1,30.2,0,0,0,367,115,354
2012-07-11,2,7,Monsoon,446,Dinner,Onion,1,30.2,0,0,0,354,128,147
2012-07-11,2,7,Monsoon,446,Dinner,Sev,1,30.2,0,0,0,147,335,232
2012-07-11,2,7,Monsoon,435,Lunch,Aloo Chop,1,30.2,0,0,0,187,203,324
2012-07-11,2,7,Monsoon,435,Lunch,Dahi,1,30.2,0,0,0,324,146,345
2012-07-11,2,7,Monsoon,435,Lunch,Onion,1,30.2,0,0,0,345,125,199
2012-07-11,2,7,Monsoon,435,Lunch,Sev,1,30.2,0,0,0,199,271,246
2012-07-12,3,7,Monsoon,388,Breakfast,Vada Pav,1,29.8,0,0,0,232,250,317
2012-07-12,3,7,Monsoon,388,Breakfast,Tea,1,29.8,0,0,0,317,103,333
2012-07-12,3,7,Monsoon,388,Breakfast,Banana,1,29.8,0,0,0,333,87,284
2012-07-12,3,7,Monsoon,437,Dinner,Ghuguni,1,29.8,0,0,0,295,242,361
2012-07-12,3,7,Monsoon,437,Dinner,Aloo Chop,1,29.8,0,0,0,361,111,353
2012-07-12,3,7,Monsoon,437,Dinner,Onion,1,29.8,0,0,0,353,119,182
2012-07-12,3,7,Monsoon,437,Dinner,Dahi,1,29.8,0,0,0,182,290,303
2012-07-12,3,7,Monsoon,497,Lunch,Papdi Chaat,1,29.8,0,0,0,284,136,379
2012-07-12,3,7,Monsoon,497,Lunch,Dahi,1,29.8,0,0,0,379,158,382
2012-07-12,3,7,Monsoon,497,Lunch,Sev,1,29.8,0,0,0,382,155,255
2012-07-12,3,7,Monsoon,497,Lunch,Pudina Chutney,1,29.8,0,0,0,255,282,295
2012-07-13,4,7,Monsoon,426,Breakfast,Idli,1,35.5,0,0,0,303,169,360
2012-07-13,4,7,Monsoon,426,Breakfast,Sambar,1,35.5,0,0,0,360,101,346
2012-07-13,4,7,Monsoon,426,Breakfast,Coconut Chutney,1,35.5,0,0,0,346,115,229
2012-07-13,4,7,Monsoon,487,Dinner,Ghuguni,1,35.5,0,0,0,257,274,443
2012-07-13,4,7,Monsoon,487,Dinner,Aloo Dum,1,35.5,0,0,0,443,83,429
2012-07-13,4,7,Monsoon,487,Dinner,Onion,1,35.5,0,0,0,429,97,250
2012-07-13,4,7,Monsoon,487,Dinner,Dahi,1,35.5,0,0,0,250,276,360
2012-07-13,4,7,Monsoon,491,Lunch,Papdi Chaat,1,35.5,0,0,0,229,232,370
2012-07-13,4,7,Monsoon,491,Lunch,Dahi,1,35.5,0,0,0,370,161,440
2012-07-13,4,7,Monsoon,491,Lunch,Sev,1,35.5,0,0,0,440,91,307
2012-07-13,4,7,Monsoon,491,Lunch,Pudina Chutney,1,35.5,0,0,0,307,224,257
2012-07-14,5,7,Monsoon,287,Breakfast,Ghuguni,1,27.3,0,1,0,360,166,201
2012-07-14,5,7,Monsoon,287,Breakfast,Bread,1,27.3,0,1,0,201,109,190
2012-07-14,5,7,Monsoon,287,Breakfast,Tea,1,27.3,0,1,0,190,120,239
2012-07-14,5,7,Monsoon,346,Dinner,Chole,1,27.3,0,1,0,317,108,303
2012-07-14,5,7,Monsoon,346,Dinner,Bhature,1,27.3,0,1,0,303,71,320
2012-07-14,5,7,Monsoon,346,Dinner,Dahi,1,27.3,0,1,0,320,54,290
2012-07-14,5,7,Monsoon,346,Dinner,Fried Chilli,1,27.3,0,1,0,290,84,219
2012-07-14,5,7,Monsoon,346,Dinner,Onion,1,27.3,0,1,0,219,155,161
2012-07-14,5,7,Monsoon,393,Lunch,Vada Pav,1,27.3,0,1,0,239,71,367
2012-07-14,5,7,Monsoon,393,Lunch,Sev,1,27.3,0,1,0,367,58,219
2012-07-14,5,7,Monsoon,393,Lunch,Onion,1,27.3,0,1,0,219,206,161
2012-07-14,5,7,Monsoon,393,Lunch,Dahi,1,27.3,0,1,0,161,264,317
2012-07-15,6,7,Monsoon,302,Breakfast,Pav,1,20.4,0,0,1,161,213,220
2012-07-15,6,7,Monsoon,302,Breakfast,Tea,1,20.4,0,0,1,220,107,254
2012-07-15,6,7,Monsoon,302,Breakfast,Sev,1,20.4,0,0,1,254,73,124
2012-07-15,6,7,Monsoon,419,Dinner,Onion Masala Dosa,1,20.4,0,0,1,348,106,384
2012-07-15,6,7,Monsoon,419,Dinner,Sambar,1,20.4,0,0,1,384,69,389
2012-07-15,6,7,Monsoon,419,Dinner,Coconut Chutney,1,20.4,0,0,1,389,64,198
2012-07-15,6,7,Monsoon,419,Dinner,Dahi,1,20.4,0,0,1,198,255,337
2012-07-15,6,7,Monsoon,420,Lunch,Onion Masala Dosa,1,20.4,0,0,1,124,203,401
2012-07-15,6,7,Monsoon,420,Lunch,Sambar,1,20.4,0,0,1,401,53,369
2012-07-15,6,7,Monsoon,420,Lunch,Coconut Chutney,1,20.4,0,0,1,369,85,238
2012-07-15,6,7,Monsoon,420,Lunch,Dahi,1,20.4,0,0,1,238,216,348
2012-07-16,0,7,Monsoon,194,Breakfast,Cream Bun,0,29.0,1,0,0,337,116,124
2012-07-16,0,7,Monsoon,194,Breakfast,Tea,0,29.0,1,0,0,124,86,153
2012-07-16,0,7,Monsoon,194,Breakfast,Banana,0,29.0,1,0,0,153,57,129
2012-07-16,0,7,Monsoon,209,Dinner,Vada Pav,0,29.0,1,0,0,128,118,180
2012-07-16,0,7,Monsoon,209,Dinner,Sev,0,29.0,1,0,0,180,46,107
2012-07-16,0,7,Monsoon,209,Dinner,Onion,0,29.0,1,0,0,107,119,72
2012-07-16,0,7,Monsoon,209,Dinner,Dahi,0,29.0,1,0,0,72,154,163
2012-07-16,0,7,Monsoon,227,Lunch,Aloo Samosa,0,29.0,1,0,0,129,81,211
2012-07-16,0,7,Monsoon,227,Lunch,Dahi,0,29.0,1,0,0,211,35,174
2012-07-16,0,7,Monsoon,227,Lunch,Pudina Chutney,0,29.0,1,0,0,174,72,143
2012-07-16,0,7,Monsoon,227,Lunch,Fried Chilli,0,29.0,1,0,0,143,103,128
2012-07-17,1,7,Monsoon,392,Breakfast,Pav,1,29.5,0,0,0,163,63,277
2012-07-17,1,7,Monsoon,392,Breakfast,Tea,1,29.5,0,0,0,277,147,305
2012-07-17,1,7,Monsoon,392,Breakfast,Sev,1,29.5,0,0,0,305,119,175
2012-07-17,1,7,Monsoon,464,Dinner,Aloo Chop,1,29.5,0,0,0,224,336,389
2012-07-17,1,7,Monsoon,464,Dinner,Dahi,1,29.5,0,0,0,389,113,348
2012-07-17,1,7,Monsoon,464,Dinner,Onion,1,29.5,0,0,0,348,154,139
2012-07-17,1,7,Monsoon,464,Dinner,Sev,1,29.5,0,0,0,139,363,255
2012-07-17,1,7,Monsoon,518,Lunch,Chole,1,29.5,0,0,0,175,249,490
2012-07-17,1,7,Monsoon,518,Lunch,Bhature,1,29.5,0,0,0,490,70,518
2012-07-17,1,7,Monsoon,518,Lunch,Onion,1,29.5,0,0,0,518,42,224
2012-07-18,2,7,Monsoon,359,Breakfast,Bada,1,21.8,0,0,0,255,247,260
2012-07-18,2,7,Monsoon,359,Breakfast,Sambar,1,21.8,0,0,0,260,128,273
2012-07-18,2,7,Monsoon,359,Breakfast,Coconut Chutney,1,21.8,0,0,0,273,115,148
2012-07-18,2,7,Monsoon,440,Dinner,Aloo Samosa,1,21.8,0,0,0,246,302,383
2012-07-18,2,7,Monsoon,440,Dinner,Dahi,1,21.8,0,0,0,383,93,305
2012-07-18,2,7,Monsoon,440,Dinner,Pudina Chutney,1,21.8,0,0,0,305,171,203
2012-07-18,2,7,Monsoon,440,Dinner,Onion,1,21.8,0,0,0,203,273,172
2012-07-18,2,7,Monsoon,507,Lunch,Aloo Chop,1,21.8,0,0,0,148,240,391
2012-07-18,2,7,Monsoon,507,Lunch,Dahi,1,21.8,0,0,0,391,157,412
2012-07-18,2,7,Monsoon,507,Lunch,Onion,1,21.8,0,0,0,412,136,229
2012-07-18,2,7,Monsoon,507,Lunch,Sev,1,21.8,0,0,0,229,319,246
2012-07-19,3,7,Monsoon,432,Breakfast,Boiled Egg,0,29.8,0,0,0,172,304,343
2012-07-19,3,7,Monsoon,432,Breakfast,Bread,0,29.8,0,0,0,343,124,304
2012-07-19,3,7,Monsoon,432,Breakfast,Coffee,0,29.8,0,0,0,304,163,303
2012-07-19,3,7,Monsoon,475,Dinner,Ghuguni,0,29.8,0,0,0,326,198,401
2012-07-19,3,7,Monsoon,475,Dinner,Aloo Dum,0,29.8,0,0,0,401,112,395
2012-07-19,3,7,Monsoon,475,Dinner,Onion,0,29.8,0,0,0,395,118,194
2012-07-19,3,7,Monsoon,475,Dinner,Dahi,0,29.8,0,0,0,194,319,379
2012-07-19,3,7,Monsoon,485,Lunch,Aloo Samosa,0,29.8,0,0,0,303,164,473
